Close Price,Total Traded Quantity,Turnover (in lacs),No. of Contracts
507.25,5441466,27619.95514,18565
514.4,4725430,24213.20429,17308
514.05,7263061,37261.74066,14373
509.3,8105813,41272.64525,12860
508.05,4474040,22793.64539,10538
513.65,3858825,19801.39067,13122
510.2,3866339,19691.53338,13205
514.2,3389166,17350.93532,12786
515.75,5980728,30924.42243,23489
513.65,3242063,16635.43219,12371
507.5,2360518,12037.31095,12789
506.45,2181945,11093.48609,10338
509.5,4648343,23588.24391,15990
507.6,3425367,17358.67327,11095
510.45,4999502,25510.90212,13940
520.15,6844723,35405.60814,26889
511.85,4388846,22609.2346,18948
507.75,4346995,22134.66123,14429
508,3463745,17681.66637,16600
504.65,3548884,17962.47623,20560
492.85,9842829,48328.87696,48908
492,12691859,62606.56806,49221
512.1,11855524,60508.81866,79014
517.35,7600005,39039.59967,19260
517.25,3701949,19198.99522,15624
508.4,4086213,20874.11115,15201
513.9,3154406,16168.29191,11900
509.5,3514758,17949.44435,11578
503.15,3509920,17722.41129,11635
509.95,1245716,6359.148846,11761
506.8,3928279,19972.89169,11528
506.75,5504892,27869.56087,8676
511.9,22231839,114046.4388,22314
512.95,3160157,16180.60559,12507
510.5,3169635,16180.81278,11925
516.55,7864083,40644.79834,35979
520.2,8119092,42174.02864,18319
540,16391849,87843.60298,74290
540.8,5567645,29965.11406,35943
534.8,4779353,25814.54595,42662
544.95,8181916,44166.88653,77107
528.85,12085057,64355.05417,105330
524.65,12290852,64743.97878,59577
515.1,8268116,42828.84793,27426
519.8,7245884,37503.28858,21622
516.55,4562630,23615.4342,14785
516.9,4079631,21210.9578,18015
506,4140945,21065.84696,18288
508.1,4972811,25242.44772,18686
505.8,5293884,26851.85274,13750
499.45,8898560,44691.19282,27302
486.95,7169705,35205.43112,27197
485.5,10095387,49243.16832,24934
489.7,9261420,45002.92507,30435
491.75,3983656,19624.55202,17622
499.5,5958229,29311.53328,23302
497.15,3948664,19709.4067,21934
490.4,4166976,20517.66459,16826
494.8,17884400,88926.82222,35326
499.2,6654272,33351.26185,25352
502.65,3288488,16515.89786,13451
506.85,7157375,36303.7293,26084
510.6,3724389,19003.20046,22665
503.6,3266295,16461.93085,22717
503.9,3972126,20106.02726,30885
500.35,4491876,22512.47522,34038
507.55,4569367,23091.94508,13926
501.75,3744616,18839.55027,16586
503.4,3216819,16219.04613,9300
492.85,4947660,24506.83373,17649
496.6,4564617,22673.51324,10078
494,3662579,18126.06053,10814
493.9,3590293,17775.12511,11291
496.5,3324949,16539.36124,16843
499.3,4430874,22123.71802,22285
519.75,15168429,78331.02849,55189
516.15,8942804,46099.75399,30672
524.55,7337260,38341.97823,29735
520.75,2386279,12408.22006,15131
519.45,8297561,43119.50124,19040
512.55,3103034,15927.49393,24437
505.3,4546160,22977.70795,20256
501.7,11921527,59201.09111,35873
511.95,5292394,26882.07978,40205
506.3,5300694,26823.72211,41517
511.8,10408979,53222.17146,44210
509.15,11578743,59223.96013,17595
509.65,10712537,54832.30104,15416
505.95,4792373,24306.49792,15324
501.2,9349884,46934.23731,16290
503.35,11343137,57272.46624,14738
505.95,3942277,19923.50381,12462
514.55,4932758,25143.34066,19764
515.75,6188165,32063.24378,25214
525.1,4800917,24934.45844,18337
529.45,6447797,34195.95109,31591
520.35,7148294,37252.61803,38666
513.15,9443230,48838.74202,57289
464.5,49308621,233505.0459,158272
460.3,3302209,15252.9911,17648
449.95,21127981,95513.19417,70407
451.95,19327721,87850.93469,61754
473,37624005,176056.9464,142871
484.3,24936306,119906.4673,79469
485.95,7576778,36846.72855,29499
484,4815226,23365.23958,19268
523.15,39655956,204527.1055,108860
535.1,22542766,121056.6748,62126
532.15,7800191,41369.87035,30061
540.1,9303981,50228.92791,28256
534.5,8013536,42883.617,26478
527.15,9642624,50903.72216,24226
544.85,19642327,106596.3653,62637
540.4,11290503,61144.28146,41599
544.8,9869691,53450.2787,39790
537.35,21701958,119530.2322,53644
545.65,10644657,57808.16827,35684
542,7814066,42581.18078,24197
542.6,5176117,28203.5604,19530
542.4,4373503,23954.82947,22603
545.15,3458524,18777.11502,16367
546.8,5770768,31388.44188,17616
540.5,4536211,24596.96077,14588
544.15,10724159,57840.96747,26664
545.5,3947490,21506.60945,16567
559.4,9301318,51666.5607,61472
562.55,10113136,56859.83692,40478
549.5,6387037,35283.21714,46415
535.4,19370807,104164.1041,52321
533.85,7138045,38243.54696,17313
534.95,4181453,22434.44914,13360
533.15,6167602,32952.944,11145
530.5,4234770,22523.06177,9962
534.05,3528298,18793.68617,12644
542.5,6007380,32526.18776,15540
545.1,5326031,29137.12576,13446
538.6,5232189,28214.20078,12631
535.75,4163419,22375.95601,12371
541.45,3558224,19141.92015,12575
547.95,6059220,33135.30927,15279
548.65,5889302,32163.85755,20766
553.65,4325512,23789.48803,15027
554.5,3534649,19523.41439,16470
548.95,5781370,31804.80607,25489
553.6,3075576,16963.47215,21308
555,3272086,18119.72347,28188
554.6,4163259,23119.39239,39681
546.85,8433564,46267.16966,44819
563.95,8363189,46639.89266,23896
565.5,6943234,39260.20654,19147
559.5,6292268,35408.7873,20491
560.45,3990149,22364.30578,12859
559.9,2766664,15511.98404,8387
563.25,3249056,18222.89242,11482
565.45,3770339,21301.23814,10791
565.3,4607504,26159.56537,15182
562.8,2411625,13575.35164,9240
558.75,2825941,15779.15952,15586
555.1,6013121,33465.34205,16112
560.55,3943472,22104.73554,17397
563.2,5993564,33663.22334,21654
585.2,8453944,48612.88786,42080
584.8,9466991,55919.09615,33834
590.25,3897048,22867.03028,24275
611.55,21790443,132359.6546,152453
620.1,14286343,88522.54747,90985
607.95,6158610,37760.09678,51429
616.1,6749846,41448.30663,45849
605.55,7017160,43063.6338,13753
593.75,6447963,38447.28786,12479
593.6,7108060,42048.93323,13092
592.8,7839731,46825.07867,31065
564.9,6185174,35547.24851,23990
566.25,9318595,52018.98676,21840
563.7,13938327,76170.79384,36960
559.35,7679830,43468.38429,22174
568.45,5816886,33156.65412,18890
557.55,5865587,32606.34337,21084
564.2,4765319,26882.14842,13790
543.9,6478108,35570.14144,22549
543.7,11593643,63015.34721,45395
537.85,3910503,21099.50927,26446
540.55,4251723,22703.77956,33661
531.7,3395183,18335.22629,39675
535.8,4638382,24646.81322,35362
530.25,7808359,41413.57705,34281
536.65,3888629,20757.5624,13200
552.3,5297794,29036.44097,15149
538.4,4136383,22462.84236,12327
528.75,6626661,34996.01152,19050
525.75,9827510,52023.66026,23039
524.55,6766199,35508.54047,17048
517.35,12240160,64193.43386,29830
512.65,10428057,53409.35464,24945
520.55,8483978,43680.98074,19652
505.35,4955525,25443.30901,16008
519.2,5283334,26992.8802,15101
531.5,7846232,41536.83863,23418
536.15,4976540,26271.07174,17573
529.65,3932830,20981.47902,16143
522.6,12146623,63814.58833,14696
519.45,4656613,24228.87364,14543
521.1,5398111,27968.30552,17796
526.3,5518826,29154.46908,17026
518.2,7194256,37472.57475,17233
499.5,29385110,147163.0016,38692
507.3,9498614,47696.8923,52379
512.2,6423140,33168.27455,45710
510.5,10980960,55801.73065,37592
499.05,7120498,35499.05659,26773
501.55,6053789,30227.08508,19522
492.25,6047813,30057.31967,23101
503.1,6682587,33370.37555,21110
500.2,3812133,19018.89025,18286
519.3,8708770,44871.50481,34814
546.15,21689156,116842.7381,73787
539.8,9261807,49980.46106,36352
548.75,8021652,43639.20869,30280
542.55,8788919,48050.72054,38270
542.4,6418203,34434.56918,26005
532.4,5541004,29658.96231,19637
518.25,7131174,37520.07708,28868
512.9,10559623,54052.41559,26647
505.7,4437940,22514.70255,22271
506.2,4766412,24140.25793,33649
504.85,4564259,23164.1519,42262
498.4,4608455,23070.4819,55781
493.75,14919977,73485.45171,77440
539.2,58859461,307487.2057,179739
517.3,18357008,95508.89152,67510
523.75,25195767,131271.1535,39534
533.4,12001916,63880.16684,39247
520.3,5929870,31097.42181,27030
536.1,6792091,36120.42958,23965
542.25,12028184,65155.64184,38665
548.5,7556830,41269.96171,29159
547.65,11415139,62574.59204,31566
553.3,4960854,27273.9138,20870
551.9,4999526,27611.21573,22602
549.7,6752759,37425.34997,30922
550,9929095,54268.22287,34016
539.45,8551787,46652.05167,25503
532.9,7343619,39283.37002,31458
526.85,4258800,22444.45551,23560
523.3,4711540,24865.75643,27985
520.25,4426060,23144.36537,21694
534.45,5188026,27382.10394,25391
538.5,4588810,24614.47505,22292
546.15,5611936,30575.62073,37039
547.75,8015443,43862.1377,45516
541.65,5919369,32040.58786,40284
545.9,15652651,84882.34973,46340
536.65,4061137,21869.5923,18992
537.05,4291186,22983.24929,19105
530.9,5088506,27047.16236,20021
531.4,5281259,28061.68847,13327
542.4,6932191,37737.34239,28458
537.4,4627913,24933.66098,12525
539.95,4095873,22021.15546,14601
537.15,3320721,17893.79912,14529
540.65,5924906,32375.45331,27570
532,3736633,19938.12604,19982
528.75,7854953,41305.61924,31653
522.55,3711213,19462.93727,19528
517.2,6483110,33577.30761,22250
519.1,4555002,23810.22141,22086
513.05,4856050,25026.75106,20265
525.65,5932446,30804.32383,30633
515.2,4882240,25324.17685,23422
514.2,4505122,23207.83474,45091
507.85,5659070,28736.23135,49195
504.6,4854274,24699.95935,41407
510.8,7747444,39188.67363,20163
512.25,6799910,34557.35454,15760
511.55,6658467,34335.44947,16277
514.75,3893493,19942.43263,12098
511,2692462,13781.83894,9493
513.7,2706424,13918.51521,8803
525.25,6295104,33081.02238,18564
532.55,5281760,28068.27862,21378
536.55,6432494,34567.92475,26021
538.35,4128221,22353.73254,23295
523,4169212,21946.38521,23169
522.1,5032325,26345.68771,21775
537.9,4511522,23917.75518,23618
526.55,4954888,26199.02402,29766
526.8,5276418,27973.50087,33366
533.7,2532288,13477.25708,18026
540.35,6009401,32370.09715,37513
546.1,6171893,33536.62448,46914
532.25,3341114,18043.54397,46911
541.65,7920089,42505.8483,44626
553.25,7678597,42288.70792,27044
569.65,12949737,72959.51105,53032
550.4,21735293,122646.6432,85173
545.15,6871812,37418.39673,33526
547.25,6495837,35402.14303,27590
574.75,15953749,90057.80408,62177
596.8,22629303,134230.1239,88039
593.05,16424853,97688.27549,67518
596.3,7138029,42366.35939,31445
621.05,18227195,111727.2978,71316
615.5,16074351,99154.49624,43429
604.9,8445677,51518.6119,34308
618.05,10225641,63121.07419,41757
623.45,18777302,117755.1035,60256
627.3,13411536,84034.11447,49245
624.4,6463139,40463.3933,27760
635.75,15522297,96975.73611,65179
631.75,12699837,80745.17888,61018
639.9,15035968,95999.36309,71248
650.2,9819034,63674.52024,67103
660.05,9886447,64526.64231,82886
656.9,13329261,88342.60472,91395
649.75,14868623,96599.51719,83421
649.25,10207700,66160.08894,35484
631.8,6494484,41482.47645,31063
641.8,9305124,59052.51786,48542
637.65,8837398,56421.82257,34592
638.2,10026621,63441.21074,35897
645.55,6999943,44947.71248,29631
651.75,32430222,214512.2622,105065
650.15,19162102,125806.2686,51510
635.45,14448365,92329.1653,54646
636.4,12083354,76859.55912,33573
625.95,6644742,41613.08314,32784
608.6,10724450,66380.23759,45700
608.8,9373364,57292.71245,48698
599.2,24788799,152364.7767,90128
597.35,11998797,71733.3413,53510
614.35,17515392,106639.2172,86309
617.45,8725133,53987.00373,55254
600.15,9683836,58642.56313,60162
613.25,16754620,101558.6457,31646
593.45,20117451,119013.4772,40679
572.25,18385327,106908.2743,27784
586.25,16877024,97170.65465,38994
568.5,9860010,57048.1649,28472
556.55,12918017,72426.02081,30923
552.85,8053297,44888.16245,22272
589.2,13695001,79050.4407,37503
580.85,11223315,64384.44203,34081
584.9,10689006,62999.8175,25620
576.55,5065325,29106.44653,20659
588.85,13083651,76820.27528,28596
576.05,9609195,55558.88342,34140
562.55,12664549,71735.56642,34808
562.05,10235243,57850.62082,38452
562.75,9513054,53508.68038,50473
564.1,9759225,55235.51213,50172
561.05,13041860,72854.06738,38294
537.7,9229395,50469.29199,24817
566.7,15917739,89889.50349,37662
562.7,8522604,48114.97766,19560
582.4,12135088,69415.96404,29369
602.15,16048865,95574.06153,38900
610.65,12488669,76416.41686,40925
624.4,24201213,151345.7344,63460
607.45,15354794,93776.63628,49156
606.85,1528117,9297.228001,4717
613.2,13927467,85583.47858,37030
606.55,7073703,43274.25547,23986
618.3,8938939,54843.11703,25869
612.7,9840254,60434.57421,33580
626.1,11005288,68617.88983,47677
619.8,12204545,76299.97833,51171
616.3,9046876,55486.93657,33734
612.65,6658508,40885.06964,31678
626.85,7842430,48742.68992,40293
614.55,6946666,43116.41632,29900
631.05,9528169,59533.92196,43683
625.25,11251342,70825.72934,65281
627.95,9035388,56714.4724,56506
631.4,19643832,123861.2715,73377
625.75,8984998,56376.24533,17338
624.8,5914250,36993.08298,14341
623.25,8382005,52093.0497,15383
614.95,9728083,60174.56517,18551
600.05,7519849,45593.87206,26279
603.95,12262327,73817.47101,28861
590.3,11643401,69070.79049,29199
604.25,16429956,98613.56118,44581
619.95,7232578,44300.70605,26658
619.1,7419355,46023.60155,18918
620.25,4165047,25660.7582,17649
617.15,4843342,29962.95236,13948
619.4,8492688,52516.35398,19012
641.65,16759139,106954.8724,65709
632.95,11004125,69882.07461,36740
620.85,10715457,67184.16632,46888
615,6191605,38397.29714,45832
619.5,6519211,40142.15613,57152
617.55,12304812,76329.20007,40789
625.05,6372911,39800.57103,14247
619.9,6030093,37644.58569,14991
627.3,12179223,76094.6013,16527
620.05,12386281,77205.4578,20231
607.95,13228602,80928.34256,21714
619.6,8381367,51786.78151,26836
637.45,11735286,74630.59202,35896
650.9,11879875,76156.1964,33678
670.1,18003387,119507.9476,56764
663.25,12751327,84309.13485,32745
666.5,8330315,55260.28014,28910
659.2,6856244,45073.3598,29223
660.6,5467484,36109.56494,23936
664,6598151,43940.97681,31548
676.65,10448209,70174.05684,45329
664.6,7037386,46990.45283,35000
660.3,6157956,40706.42712,25121
661.6,7951640,52379.05158,28531
661.6,7596006,50431.00579,27793
663.65,7013582,46303.68103,21824
669.75,6628922,44512.94115,35341
656.3,7792690,51275.54138,45328
660.75,8302420,54563.98539,64614
690.95,46912230,324951.4252,182306
722.7,35239544,250952.6969,174518
717.25,13792059,98911.22545,50897
720.5,8195956,58682.40289,27701
729.5,8665426,63019.93951,32821
725.75,8077340,58641.74253,36048
730.15,7203465,52543.85373,39720
719.4,7341956,53079.92204,38652
710.85,7234953,51443.37214,30928
705.6,15856819,112053.0175,62017
697.5,11399689,80111.67259,43739
695,10383603,72449.10836,41919
686.6,10866440,74951.56929,45791
693.3,7135564,49183.4874,36313
693.05,6816325,47719.82897,43964
700.35,5772687,40406.56199,27962
697.2,6674353,46714.69809,29986
702.05,9822278,68679.2697,41532
703.7,11428024,80107.69041,37712
710.15,9166951,64626.29205,71486
718.2,13284424,95658.29897,85775
709.55,26230891,186255.3065,53569
702.4,7713824,54402.12646,21173
732.05,11298428,81242.61898,39055
720.6,10510670,75809.82553,32469
733.75,11263734,82243.38081,40951
733.4,7744794,56776.54298,27255
734.5,9421608,69568.07669,33685
742.55,8131901,60476.68123,32391
738,12333789,91591.72128,39878
740.6,7100875,52760.74192,29211
735.1,14560368,107703.3768,32519
751.6,9823043,73514.54663,53676
760.9,8818172,66576.8779,32443
755.75,9758274,74166.45779,31524
757.05,10355078,78828.15844,37714
745.7,7130411,53228.63607,36523
757.1,7300104,54610.29862,48188
759.3,7456768,56945.55717,54867
780.7,16643818,129026.8618,57644
777.25,9661906,74871.20155,22314
765.6,6021202,46591.82515,22740
767.4,6592678,50601.27917,21695
761.5,5591613,42796.76454,17809
762.15,7009879,53639.13731,20746
762.2,5343947,40733.16211,16399
754.6,4918795,37174.94937,23001
763.4,5483424,41490.89499,19723
760.85,5933250,45259.37366,18304
752.3,5365803,40453.63079,21344
764.35,4671869,35487.78412,25996
762.85,3707106,28381.98197,17882
771.1,7088601,54683.03632,27255
771.2,6098041,47162.55978,23218
755.5,4185156,31675.81908,37009
753.25,5098170,38457.87604,51298
752.85,7825049,58509.93024,63611
740.9,10282068,76908.14959,84796
759.9,23294204,176303.1711,62298
766.85,12434805,95087.70904,27901
752.35,7033021,53399.31628,20904
757.3,5970814,45307.60325,16449
747.45,5909936,44241.31034,15128
741.85,5071941,37962.25621,17523
735.5,6739894,49712.1117,17436
731,4193451,30804.96796,15371
735.05,3913815,28794.27747,14581
732.1,5891071,43401.74009,16038
731.35,7049134,51583.46976,20693
721.95,4849130,35340.36435,19188
731.85,5142617,37423.6132,18312
748.95,9072242,67152.20275,28211
782.4,15866697,123432.0834,39961
772.95,9251548,72298.97982,21861
779.15,5928186,46212.35267,20647
776.4,14776218,116798.8401,47288
793.2,9323114,73488.80474,31899
813.9,9128216,73406.03751,55291
808.4,13473187,109041.5753,56230
804.7,5958128,48038.3641,40376
807.55,6414384,51867.71702,43261
808.3,11140585,90337.92706,25039
812.65,6427567,51994.79458,15920
822.8,9515354,77870.0416,29728
807.7,14728937,120150.9082,31872
804,6884094,55526.53776,21089
814.15,5923875,48089.02065,17046
814.8,5471529,44575.11353,14424
813.55,4707478,38213.82922,11250
820.15,9056584,74030.67205,22921
801.2,8919370,72293.88143,39623
777.7,10151212,79549.36667,35450
775.75,8347632,64992.00201,27677
770.7,6411258,49942.43347,30476
771.4,9190732,70407.34439,35735
771.05,12610688,97150.45079,33795
762.85,4866859,37316.2708,30375
781.65,10044436,77443.61638,64019
